pedido,data,plataforma,subtotal,taxas,descontos,faturamento,canal_ultimo,origem_ultimo,midia_ultimo,campanha_ultimo,canal_primeiro,origem_primeiro,midia_primeiro,campanha_primeiro,metodo_match
173991426,2026-07-29,web,640.32,90.96,0,731.28,Nao identificado,,,,Nao identificado,,,,sem_origem
173991437,2026-07-29,web,1492.53,76.82,59.71,1509.64,Metasearch,skyscanner,metasearch,,Direto,(direct),(none),(direct),url_checkout
173991438,2026-07-29,app,3027.81,175.96,232.25,2971.52,Push,crm,push,123milhas-cv-aereo-chamandaperdida,Direto,(direct),(none),(direct),purchase
173991441,2026-07-29,app,1119.28,100.4,58.88,1160.8,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173991446,2026-07-29,app,1542.48,37.87,234.61,1345.74,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
173991451,2026-07-29,web,355.45,40.75,18.7,377.5,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991456,2026-07-29,app,4499.07,692.95,0,5192.02,Push,crm,push,123milhas-cv-aereo-vooehotel,Organico,google-play,organic,,search_id
173991457,2026-07-29,web,365.41,125.17,0,490.58,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991470,2026-07-29,web,1315.71,286.41,0,1602.12,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991471,2026-07-29,app,750.76,54.73,30.03,775.46,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173991473,2026-07-29,app,1264.41,219.42,0,1483.83,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [SUL],Organico,google-play,organic,,search_id
173991480,2026-07-29,web,2639.4,256.58,138.82,2757.16,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173991483,2026-07-29,web,205.5,53.5,0,259,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],Direto,(direct),(none),(direct),search_id
173991489,2026-07-29,web,680.22,32.22,0,712.44,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
173991495,2026-07-29,web,587,103.82,0,690.82,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
173991540,2026-07-29,web,1089.16,192.04,0,1281.2,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991542,2026-07-29,app,513.61,75.79,0,589.4,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
173991545,2026-07-29,web,277.3,70.66,0,347.96,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991546,2026-07-29,app,1180.61,100.37,104.24,1176.74,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
173991559,2026-07-29,web,419.95,73.87,0,493.82,Nao identificado,,,,Nao identificado,,,,sem_origem
173991570,2026-07-29,app,5019.11,725.03,0,5744.14,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
173991578,2026-07-29,web,1418.84,194.12,0,1612.96,Nao identificado,(not set),(not set),(not set),Nao identificado,,,,search_id
173991583,2026-07-29,web,408.48,70.8,0,479.28,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
173991584,2026-07-29,web,553.89,40.75,29.14,565.5,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173991603,2026-07-29,web,473.78,102.5,0,576.28,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
173991606,2026-07-29,web,1501.04,57.04,0,1558.08,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,url_checkout
173991612,2026-07-29,web,1568.6,227.74,0,1796.34,Nao identificado,(not set),(not set),(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
173991618,2026-07-29,web,2416.94,446.3,0,2863.24,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
173991620,2026-07-29,app,0,1242.78,0,1242.78,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991628,2026-07-29,app,1817.76,567.84,0,2385.6,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991632,2026-07-29,web,3074.91,356.67,0,3431.58,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991638,2026-07-29,app,3402.88,254.51,376.37,3281.02,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173991643,2026-07-29,web,218.02,80.26,0,298.28,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173991651,2026-07-29,web,284.04,77.4,0,361.44,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173991657,2026-07-29,web,639.26,124.61,0,763.87,Nao identificado,(not set),(not set),(not set),Nao identificado,,,,search_id
173991670,2026-07-29,app,1394.69,366.53,0,1761.22,CRM,whatsapp,radar,RADAR123-BAIXOU,Direto,(direct),(none),(direct),search_id
173991681,2026-07-29,app,1300.66,160.43,0,1461.09,Push,crm,push,123milhas-cv-aereo-ativos-pontual,Organico,google-play,organic,,search_id
173991694,2026-07-29,web,558.26,90.46,0,648.72,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173991696,2026-07-29,web,1476.6,89.53,59.07,1507.06,Nao identificado,,,,Nao identificado,,,,sem_origem
173991699,2026-07-29,web,2167.89,195.42,140.47,2222.84,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173991709,2026-07-29,web,3518.59,328.19,0,3846.78,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991719,2026-07-29,app,2084.94,241.25,0,2326.19,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991742,2026-07-29,web,450.48,79.2,0,529.68,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991749,2026-07-29,app,1134.86,53.81,87.05,1101.62,Push,crm,push,123milhas-cv-aereo-madrugol,Organico,google-play,organic,,search_id
173991754,2026-07-29,web,849.56,157.4,0,1006.96,Metasearch,skyscanner,metasearch,,Nao identificado,,,,url_checkout
173991762,2026-07-29,app,1603.25,119.86,289.39,1433.72,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991763,2026-07-29,web,2533.06,185.4,223.66,2494.8,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173991764,2026-07-29,app,1010.92,177.71,0,1188.63,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Visibilidade] [Youtube] [Web] [Origens],Direto,(direct),(none),(direct),search_id
173991766,2026-07-29,web,1423.34,126.6,56.94,1493,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991770,2026-07-29,web,248.61,75.57,0,324.18,Midia paga,google,cpc,(not set),Organico,google,organic,(organic),search_id
173991774,2026-07-29,app,513.61,75.79,0,589.4,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
173991783,2026-07-29,app,2315.11,250.39,0,2565.5,Nao identificado,,,,Nao identificado,,,,sem_origem
173991806,2026-07-29,web,485.84,43.84,0,529.68,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991818,2026-07-29,web,805.31,252.61,0,1057.92,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173991819,2026-07-29,web,421.72,81.18,0,502.9,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991826,2026-07-29,app,447.55,76.27,0,523.82,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991843,2026-07-29,app,591.54,101.7,0,693.24,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
173991863,2026-07-29,web,428.04,93.72,0,521.76,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991864,2026-07-29,app,2086.72,396.64,0,2483.36,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991868,2026-07-29,app,2819.81,320.3,0,3140.11,Organico,google-play,organic,,Organico,google-play,organic,,search_id
173991871,2026-07-29,web,3943.03,91.03,0,4034.06,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991877,2026-07-29,app,373.66,66.22,0,439.88,Direto,(direct),(none),(direct),Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173991895,2026-07-29,web,544.42,67.14,35.28,576.28,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173991914,2026-07-29,web,683.52,111.46,0,794.98,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] cpc,search_id
173991915,2026-07-29,web,429.94,129.28,56.66,502.56,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173991922,2026-07-29,web,1382.45,145.26,89.59,1438.12,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173991927,2026-07-29,web,2687.89,312.37,0,3000.26,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173991931,2026-07-29,app,651.63,93.87,0,745.5,Push,firebase,push,20260427_19_PSH_PROMO_BLAST_123MILHAS_VOO_CHAMADAPERDIDA,Direto,(direct),(none),(direct),search_id
173991953,2026-07-29,app,762.02,65.54,30.48,797.08,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Organico,google-play,organic,,search_id
173992001,2026-07-29,app,827.4,61.88,43.52,845.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173992017,2026-07-29,web,1180.8,196.32,0,1377.12,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173992022,2026-07-29,app,557.1,143.82,0,700.92,Organico,google-play,organic,,Organico,google-play,organic,,search_id
173992041,2026-07-29,web,907.09,75.57,47.72,934.94,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
173992047,2026-07-29,web,2923.92,457.68,0,3381.6,Metasearch,kayak,metasearch,kayak_metasearch_desktop,Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
173992074,2026-07-29,app,743.73,115.41,0,859.14,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Visibilidade] [Youtube] [Web] [Origens],CRM,whatsapp,radar,radar123-baixou,search_id
173992076,2026-07-29,web,448.35,105.63,0,553.98,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173992128,2026-07-29,web,896.04,40.91,47.13,889.82,Midia paga,google,cpc,[123milhas] [voos] [retargeting] [vendas] [search] [web] [estrutura ro] [teste],Midia paga,google,cpc,[123milhas] [voos] [retargeting] [vendas] [search] [web] [estrutura ro] [teste],search_id
173992136,2026-07-29,web,891.7,206.26,0,1097.96,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Midia paga,skyscanner,cpc,branding_itineraryplus_emissaoimediata_app,search_id
173992137,2026-07-29,app,592.07,115.22,0,707.29,Push,crm,push,123milhas-cv-aereo-ativos-checkindaeconomia,Organico,google-play,organic,,search_id
173992168,2026-07-29,app,536.35,82.75,0,619.1,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
173992186,2026-07-29,app,519.76,100.42,0,620.18,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173992192,2026-07-29,web,634.83,101.69,41.14,695.38,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173992205,2026-07-29,app,253.63,77.23,0,330.86,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992210,2026-07-29,app,1172.3,231.7,0,1404,Push,crm,push,123milhas-cv-aereo-ativos-pontual,Organico,google-play,organic,,search_id
173992211,2026-07-29,app,762.02,65.54,30.48,797.08,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Organico,google-play,organic,,search_id
173992272,2026-07-29,app,395.97,67.14,20.83,442.28,Push,crm,push,123milhas-cv-aereo-imperdiveis,Direto,(direct),(none),(direct),purchase
173992290,2026-07-29,app,2365.34,329.3,0,2694.64,Push,crm,push,123milhas-cv-aereo-imperdiveis,Organico,google-play,organic,,search_id
173992304,2026-07-29,app,666.08,57.04,35.04,688.08,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992321,2026-07-29,app,1609.63,177.32,104.31,1682.64,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
173992323,2026-07-29,web,328.94,123.98,0,452.92,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,url_checkout
173992324,2026-07-29,app,502,83.68,0,585.68,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
173992327,2026-07-29,app,1869.84,473.56,0,2343.4,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [NORDESTE],Organico,google-play,organic,,search_id
173992331,2026-07-29,web,533.81,100.37,0,634.18,Nao identificado,(not set),(not set),(not set),Organico,google,organic,(organic),search_id
173992334,2026-07-29,app,961.29,112.73,50.56,1023.46,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992339,2026-07-29,web,387.36,50.98,20.38,417.96,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173992347,2026-07-29,app,510.75,78.99,0,589.74,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173992351,2026-07-29,web,443.37,72.09,0,515.46,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173992363,2026-07-29,app,2489.62,97.79,219.83,2367.58,Push,crm,push,123milhas-jornada-abandono-checkout-psh,Organico,google-play,organic,,search_id
173992397,2026-07-29,web,2604.77,256.58,104.19,2757.16,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
173992401,2026-07-29,web,418.58,97.7,0,516.28,CRM,whatsapp,radar,radar123-baixou,CRM,whatsapp,radar,radar123-baixou,search_id
173992408,2026-07-29,web,1344.52,43.39,87.13,1300.78,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
173992409,2026-07-29,web,994.9,169.97,0,1164.87,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992420,2026-07-29,web,2347.48,365.08,0,2712.56,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
173992424,2026-07-29,app,914.64,284,0,1198.64,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992434,2026-07-29,app,1404.6,174.84,0,1579.44,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992443,2026-07-29,web,644.74,92.02,0,736.76,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992445,2026-07-29,app,377.63,70.19,0,447.82,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992448,2026-07-29,app,522.09,95.37,0,617.46,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992456,2026-07-29,app,747.31,113.95,0,861.26,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
173992457,2026-07-29,web,1304.99,196.19,0,1501.18,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
173992464,2026-07-29,web,502.75,38.64,20.11,521.28,Organico,google,organic,(organic),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web + app] [ongoing],search_id
173992474,2026-07-29,web,1877.62,237.94,0,2115.56,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
173992487,2026-07-29,app,630.65,104.81,0,735.46,Push,crm,push,123milhas-cv-aereo-sudeste,Organico,google-play,organic,,search_id
173992495,2026-07-29,web,846.97,127.93,0,974.9,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
173992506,2026-07-29,web,994.73,104.27,64.46,1034.54,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
173992521,2026-07-29,web,2582.05,36.73,167.32,2451.46,Nao identificado,(not set),(not set),(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
173992543,2026-07-29,web,315.45,39.55,0,355,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
